id,created_at,favorite_count,retweet_count,text
1592992868192636929,2022-11-16 21:27:50+00:00,81,10,NVDA guidance calculates to earnings of 0 76 to 0 86 per share in line with the consensus estimate of 0 76 per share
1592943112858451968,2022-11-16 18:10:08+00:00,71,23,earnings before the open tomorrow BABA M BJ KSS DOLE NTES WB DSX JMIA DESP BRC PLCE EVGN CINT CAMT BV NJR SIEGY DAO CLBT
1592915944757948418,2022-11-16 16:22:10+00:00,78,16,earnings after the close NVDA CSCO SBLK SONO BBWI SQM HP GLBE CRMT KLIC CPA BOWL LX HI IIIV EZPW EDAP PFLT PNNT CPRT ZENV MOR
1592879395949400069,2022-11-16 13:56:56+00:00,57,10,How it started vs how it s going RetailSales
1592857317435133953,2022-11-16 12:29:12+00:00,28,3,timing is everything EURUSD SRAD
1592633910034591744,2022-11-15 21:41:28+00:00,37,6,AAP reminding us that laggards in a strong industry are still laggards for a reason
1592575359945277440,2022-11-15 17:48:49+00:00,68,22,earnings before the open tomorrow TGT ZIM LOW TJX ARCO GLNG TCEHY ONON GRAB MCG BNR UCL SRAD REE BWAY SR LX CDRO OTMO SCVL
1592547848000000007,2022-11-15 15:59:29+00:00,10,3,We left off TTCF from this list
1592544859717783553,2022-11-15 15:47:37+00:00,51,14,earnings after the close AAP GSM ATRO LVLU PAVM IBEX QUIK RNW NVGS BLBX ATTO VREX SMWB ALVO TMC
1592515900623945729,2022-11-15 13:52:32+00:00,23,6,prices getting passed along helps make sense of XLI ppi vs cpi
1592511023030095872,2022-11-15 13:33:09+00:00,27,1,WIRE looks like somebody might be wrong
1592234722562027520,2022-11-14 19:15:14+00:00,85,22,earnings before the open tomorrow WMT HD SE DNUT TME ENR ARMK VVV AFMD GP DAVA HUYA BERY WKME AQUA ONEW ISUN CWCO ECC CRLBF VNRX BPTH EXAI ALLT BLRX MDWD QH
1592219360315441152,2022-11-14 18:14:12+00:00,34,5,the easy part of the DXY USDJPY trade is over and potentially those that benefited from it AFL
1592202952345014273,2022-11-14 17:09:00+00:00,66,3,NFLX
1592178859717558272,2022-11-14 15:33:16+00:00,66,31,earnings after the close NU DNA POWW XELA DLO HPK VLTA ASTS FUV SHLS AEMD JJSF CSSE WTER BRDS EGAN IPW DRIO GAN SOLO BZFD CBAY QRHC AXDX WLMS NRDY REPX EGLX ACRX DRTT BIOR RMR AZTA CGRN VERB MOTS HYRE LUCD ADMP
1592152667564179456,2022-11-14 13:49:11+00:00,53,17,a lot of bounces off the bottom this earnings season with MGNI USER TGTX GLYC GRWG seeing the biggest gains since reporting results Other large moves have come from APPS BAND VAPO UFAB CLVS RPAY EVER RDFN TLS OPRT RYAM NEO APYX TSP
1591741192454246401,2022-11-13 10:34:08+00:00,0,1,After the close on 11 14
1591468300063887362,2022-11-12 16:29:45+00:00,5,1,It s a little upsetting you aren t a paying customer but otherwise we re good
1591427912347140097,2022-11-12 13:49:16+00:00,4,1,XPEV doesn t report this week
1591415087801454592,2022-11-12 12:58:18+00:00,654,284,earnings for the week NVDA WMT BABA HD ZIM TSN TGT SNDL SE PANW AMAT MNDY LOW CSCO JD M TSEM SBLK DNUT YOU FREY TJX KSS NU BJ JAGX FL DNA ESEA IMCC BITF IMPL AKTS OTLY CAN NOVN AAP NTIC QFIN ACM SONO FTCH TME
1591155851280412674,2022-11-11 19:48:11+00:00,0,1,
1591152772732571648,2022-11-11 19:35:57+00:00,0,1,
1591152685843378177,2022-11-11 19:35:37+00:00,0,0,We only include companies with analyst coverage in these graphics
1591097765240901635,2022-11-11 15:57:23+00:00,69,30,Monday morning earnings TSN SNDL MNDY FREY TSEM YOU OTLY IMCC BITF EAEA NOVN ACM MASS ARBE IMPL KERN CAN HOOK TWKS JAGX QFIN CAAS NTIC VRDN RMTI ORTX VNTR PDSB ALIM TCRT ROIV SOHU AMPS ADN MNSO HCDI BGRY XRAY
1591087505473871872,2022-11-11 15:16:36+00:00,1,1,Agreed Earnings have been trending higher for four quarters in a row and the stock has been rangebound for three Its time is coming but probably not yet
1591081712129552389,2022-11-11 14:53:35+00:00,28,2,OPRT is up 45 since this tweet 8 fills the gap Does it get filled today
1591076777182445568,2022-11-11 14:33:59+00:00,4,0,Margin expectations are near record lows outside of a recession and the stock has stopped going lower despite weak earnings last quarter We wouldn t get carried away here but this leans bullish ahead of earnings particularly if it holds 11 50
1591074278652653569,2022-11-11 14:24:03+00:00,1,1,
1591066302889615361,2022-11-11 13:52:21+00:00,37,5,something s different going into GPS earnings next week
1590750889178173441,2022-11-10 16:59:01+00:00,42,15,Friday morning earnings AQN PLXP BBDC RGF STRR CRKN ORLA CMMB ADXN CTV DDL IMV
1590736540916817920,2022-11-10 16:02:00+00:00,2,1,TOST
1590727205214384128,2022-11-10 15:24:54+00:00,2,1,you weren t the only one
1590721141555204097,2022-11-10 15:00:48+00:00,62,34,earnings after the close MTTR ACB DOCS PHUN POSH FIGS TOST DUOL KRUS COMP MAXN UGRO INDI SWIR BZH LFG FLO LZ AVPT BEEM BRLT EDR VTRU MCW AKA ITUB LIDR GOCO STN HIPO CODX EXFY SIEN AGTI DAVE AFIB ATHX CDRE AIRG
1590547534904438785,2022-11-10 03:30:57+00:00,2,1,TSLA is hated
1590544163933949957,2022-11-10 03:17:34+00:00,4,2,Why
1590543691541663744,2022-11-10 03:15:41+00:00,3,0,close but AMC is just disliked not hated
1590542888622252033,2022-11-10 03:12:30+00:00,0,0,insurance stocks don t quite meet those criteria but there are worse industries
1590512151764299777,2022-11-10 01:10:21+00:00,1,1,well they re hated at least
1590511520588627969,2022-11-10 01:07:51+00:00,2,2,dude you re doing it wrong
1590509470966509569,2022-11-10 00:59:42+00:00,137,13,thinking about how to trade CPI tomorrow talkingourbook
1590417311760265217,2022-11-09 18:53:30+00:00,2,1,how about CELH
1590400358685507584,2022-11-09 17:46:08+00:00,68,29,earnings before the open tomorrow NIO AZN YETI SIX RL WIX WE AZUL TPR HUT YPF LEV NNOX NICE BAM PSFE USFD MT HNST WRBY HIMX BDX WRK ALT TDG GENI JB CAE BIOX PGTI BXSL UTZ PRMW BHIL KELYA SBH MNMD BRAG EYE SSYS
1590391858332856320,2022-11-09 17:12:21+00:00,73,23,earnings after the close RIVN BYND U APPS BROS WYNN CELH CPNG BMBL VET RNG WISH ADMA MMAT ZIP APP CANO KGC MGNI RDFN CPRX BGS PAAS GOEV MQ DM IDEX RKLB NGL GNK SB VZIO JAZZ FICO REI BARK UHAL PRTS PLBY ROOT
1590358109276753920,2022-11-09 14:58:15+00:00,125,8,SPX at 3 800 again
1590067984633995264,2022-11-08 19:45:24+00:00,85,27,earnings before the open tomorrow RBLX TTD CGC DHI WEN FVRR CPRI RMBL VFF PFGC HGV MCFT SPTN PERI AGFY INVZ ANIP MSGE GSL XERS HBI SEAS IONS WWW DIBS DHG CMAX SWX TBLA ICL STWD ABUS TH RCI XPEL TRP COHR GGB COCO
1590004063672107018,2022-11-08 15:31:24+00:00,20,3,OPRT and now the majority of all short sellers have losses in their positions squeeze
1590003095899373568,2022-11-08 15:27:33+00:00,100,42,earnings after the close DIS OXY AMC UPST PLUG LCID AFRM NVAX MARA BLNK LMND NVTA NOG GEVO ATER ARRY CLNE PUBM WTI DAR AMRS DDD CARG OVV AXON ABCL AKAM TWO HALO GDRX REAL ABST DOX VSAT ASRT EGY JKHY VLDR SFM
1589970950275354626,2022-11-08 13:19:49+00:00,42,4,Don t know who needs to hear this but most short sellers piled into OPRT below 6
1589711173959966720,2022-11-07 20:07:33+00:00,2,1,SWAV
1589708339793235968,2022-11-07 19:56:18+00:00,80,29,earnings before the open tomorrow NCLH WKHS PLNT VTNR BLDR PRTY SPWR SQSP DD COTY INSW CG RIDE NFE LITE OCGN PKI GFS KNDI MRNS CEG RETA VRTV SKIN TAC SSRM IGT MNKD NXST DBD XXII SCSC AHCO ELAN CCO PRGO LYLT NEO
1589644276073627649,2022-11-07 15:41:44+00:00,91,35,earnings after the close LYFT FANG ATVI MOS TTWO SEDG CLOV TRIP SWAV FIVN DOCN VRM VNOM MTRX GRWG PACB PETS GRPN EOSE SDC HIMS FSX AGRX CBT TWOU ASH ADTN DAC FN TASK WELL DOOR APPH FLGT AWR CENX EHTH ALTO AKYA
1589607812401106944,2022-11-07 13:16:50+00:00,0,1,If you are dealing with pre market or after hours trading the only option here is before the open on Monday
1589606517422321664,2022-11-07 13:11:41+00:00,56,11,It isn t exactly defensive when Healthcare is the laggard during earnings season VAPO LUNG DMTK ABMD SRTS RYAM BAND TSP HLX CVNA KAMN LMST NRDS FNKO TUP CROX HLF ENVX GBX GOL CYRX XPO YELL TEAM TWLO TDS VRNS
1588941577216720896,2022-11-05 17:09:27+00:00,2,1,Of the 132 companies scheduled to report after the close on Nov 7 DOCN ranks 17 based on interest among our users This calendar shows the top 10
1588897917431345155,2022-11-05 14:15:58+00:00,7,2,We regularly get people telling us we ve errored because some stock didn t make the list when there are 100s reporting which makes us quick to get defensive when someone is just drawing attention to an earnings release Of the 115 PM reports on 11 9 MMAT is 25 on our list FYI
1588892432237985792,2022-11-05 13:54:10+00:00,6,1,Fair enough please accept our apology
1588887871791853568,2022-11-05 13:36:03+00:00,9,0,and 104 other companies scheduled to report after the close on 11 9
1588880473971097600,2022-11-05 13:06:39+00:00,736,327,earnings for the week PLTR DIS OXY NCLH BNTX TTD RBLX AMC UPST NIO PLUG FANG LCID AMR NVAX RIVN VTRS KOS BRK B Sat CRON LYFT MOS CGC AFRM APRN ATVI AXSM SEDG TTWO CLOV AMG WKHS APPS NRG MARA PRTY VTNR DINO BLDR
1588520475344670720,2022-11-04 13:16:09+00:00,86,33,Monday morning earnings PLTR BNTX VTRS AMR CRON ADSM APRN KOS NRG AMG WHD DINO CGAU DK FOUR NINE HEP BLDP CRNT FNV CECE MRSN FOLD DCO CHH HAE NI GHM THS EGRX HE DKL HLIO OXSQ RBA WTRG OBSV NSSC FWRG CIO OINC
1588210572314681345,2022-11-03 16:44:42+00:00,73,17,Friday morning earnings DKNG FUBO PBR D ACMR ENB DUK CNK HSY CAH MBUU IEP AMCX BEP MGA CBOE ABR FLR NFG AXL EVRG VST GLP GTN HUN UWMC WPC ESNT ASIX IMGN RUTH BBU AES ADNT MDNA TU CNTY BCPC SAMG PPL KOP AMRX
1588188504785408002,2022-11-03 15:17:01+00:00,110,44,earnings after the close PYPL COIN SQ SBUX MELI CVNA TWLO NET EOG WBD DASH BILL EXPE STEM AMGN TEAM SPCE CTRA ILMN OPEN MP SWKS DVAX DBX AOSL RKT EGLE AMN CRSR BNGO MNST BE APPN MCHP BOOM YELP SIGA GPRO FND FDUS
1588188170813841410,2022-11-03 15:15:41+00:00,1,1,bran223 MP reports after the close today
1587843295845179393,2022-11-02 16:25:17+00:00,67,20,earnings before the open tomorrow MRNA RCL PTON DDOG COP LNG CROX BTU NKLA MAR GOLD W K PENN REGN SHAK EPAM CI UAA ADT AUPH H TEVA BHC MUR LNTH LSPD APD CMI FLWS PZZA CYBR CARS FIS WCC WLK WMS APTV SPR ZTS CMRX
1587815740782280705,2022-11-02 14:35:47+00:00,96,41,earnings after the close ROKU QCOM ETSY MRO HOOD ALB APA FTNT BKNG EBAY CF LUMN SU RIG RUN FSLY FSR NTR LAZR IIPR MGM ESTE WES ZG HUBS CPE ACLS O ELF SKLZ EVGO CCRN CLR YELL MET ALL CFLT PDCE QRVO EQIX PAA
1587772850026561538,2022-11-02 11:45:21+00:00,33,11,HUM told us back in September they were going to have good numbers so now that they have reported earnings that trade is over
1587486552808214530,2022-11-01 16:47:42+00:00,3,1,DDD is scheduled to report after the close on Nov 8
1587478048089280515,2022-11-01 16:13:55+00:00,110,34,earnings before the open tomorrow CVS GNRC HUM CVE PARA EL PGR GOOS YUM GSK ASC LIND MGY BRY FUN ENTG SABR RACE CDW EXPI GTHX ATI TUP DT VMC TT ACRE CEQP MLM ALKS HZNP EAT EDIT ROK BDC CRL SMG OSW CWEN CLH ZBH
1587453133399228417,2022-11-01 14:34:55+00:00,122,53,earnings after the close AMD ABNB DVN ET LTHM CHK EA MSTR MCK PAYC CLX CZR OKE CRK ZI MTCH MDLZ CAKE ATEN BGFV AYX SMCI AMRC PSA PRU EXEL HRB CHGG CWH AIG TRVG SKY EXR ENVX AMCR BAND FMC CRUS TA AEIS YUMC TCS
1587146586953601027,2022-10-31 18:16:48+00:00,164,47,earnings before the open tomorrow SOFI UBER PFE BP MPC LLY PSX EPD TM SUN NEM SPG CEIX SONY SIRI SYY BCRX STNG AGCO ECL SON ABMD ZBRA ETN TAP ARCB FOXA WEC MPLX AJRD KKR IT CTLT BLD AME LPX MMYT SAFE NBIX ARNC
1587115606125547520,2022-10-31 16:13:42+00:00,4,1,On this list GT is the most interesting to us
1587093974875049986,2022-10-31 14:47:45+00:00,89,28,earnings after the close today CAR NXPI ANET GT SYK WMB VAC CVI AFL AWK LSCC BSM IMAX HOLX RMBS AMKR HLF TREX SBAC SOI BCC ACHC HLIT AXNX CSWC VRNS ADUS CLW PLOW RRX CSR CHE KFRC VNO TRNS TTI CINF RHP KIDS CNO
1587032081711988741,2022-10-31 10:41:48+00:00,65,17,Most of the releases so far this earnings season have been Financials and most of the Financials have been up since reporting while the Materials have now been fading SPY SPX LMST BLK ARI WRLD HBNC SIVB MNSB CS TECK CLF CSTM TRS TROX
1586914033315287040,2022-10-31 02:52:43+00:00,0,2,BBT now that s a scary costume
1586869069436837894,2022-10-30 23:54:03+00:00,2,1,America We didn t omit it Investors have lost interest this calendar shows the top 90 out of over 1 100
1586773042033836037,2022-10-30 17:32:28+00:00,261,36,You still have time
1586700558723055616,2022-10-30 12:44:27+00:00,7,1,Masarapu America We ve confirmed 1 167 companies scheduled to report earnings this week including BKNG and EXPE This calendar shows the top 90 based on investors interest
1586333918051065857,2022-10-29 12:27:33+00:00,5,1,America No BABA hasn t scheduled earnings yet
1586333747078635522,2022-10-29 12:26:52+00:00,5,1,America There are 206 confirmed earnings releases scheduled before the open on the 3rd including REGN
1586325482227716097,2022-10-29 11:54:02+00:00,997,446,earnings for the week AMD SOFI UBER ON ROKU PFE PYPL DVN ABNB BP FUBO QCOM GPN DKNG RCL ARLP MPC COIN ET SQ PBR MRO NXPI CVS LLY XPO LNG COP CAR MRNA HOOD CROX GNRC ANET BTU DDOG ETSY PSX EPD CNA GT APA MELI
1586115550304178176,2022-10-28 21:59:50+00:00,59,16,Bigger than usual earnings moves today from DVA EGHT EW PFSI CSL DXCM GILD COHU APPF ENVA PTCT KNSL NMRK TBBK PMT LOPE DRQ TFSL EBC ZYXI BIO CMLS VRTX PFS TAL AAPL HTBK AX VRSN FHI PFG LYB IMO NVT AB MERC GLPI INTC
1586032865292079105,2022-10-28 16:31:16+00:00,25,1,Remember that one time when SYK lowered guidance but the stock gapped higher on the news and then subsequently put in a higher low during the quarter
1586030634593845249,2022-10-28 16:22:24+00:00,65,21,Monday morning earnings ON ARLP GPN XPO CNA SAIA NSP SXC SBT JELD ALX HWM PEG RNLX
1586030399389831168,2022-10-28 16:21:28+00:00,2,0,We have a link to it in our newsletter at
1585937089686040576,2022-10-28 10:10:42+00:00,11,3,
1585936934031200256,2022-10-28 10:10:05+00:00,96,18,AAPL grew revenue by 8 1 during Q4 The CFO said growth will decelerate in Q1 which implies growth lt 8 1 or revenue below 134 0 billion The consensus estimate is 129 5 billion This is different than what initially posted and emailed out We apologize for the error
1585760905173692416,2022-10-27 22:30:36+00:00,0,1,It might be quarterly but it lasts only about three to four weeks out of the 13 week period fourth quarter earnings season lasts longer Perhaps think of it as four short periods during the year to shoot some big game
1585748778774155267,2022-10-27 21:42:25+00:00,3,1,Thanks
